graph_id,model,graph_n,sample_frac,objective,target_sampler,best_error,model_BA,model_ER,model_WS
ER_n5000_s15,ER,5000,0.05,preserve_betweenness,snowball,0.09131944135054564,0,1,0
ER_n5000_s15,ER,5000,0.1,preserve_betweenness,snowball,0.0874194445264721,0,1,0
ER_n5000_s15,ER,5000,0.2,preserve_betweenness,snowball,0.10313462545910212,0,1,0
ER_n5000_s15,ER,5000,0.3,preserve_betweenness,snowball,0.11057433579881822,0,1,0
ER_n5000_s15,ER,5000,0.5,preserve_betweenness,snowball,0.0684866666561281,0,1,0
ER_n5000_s45,ER,4999,0.05,preserve_betweenness,snowball,0.08686396216571357,0,1,0
ER_n5000_s45,ER,4999,0.1,preserve_betweenness,snowball,0.08189562619546913,0,1,0
ER_n5000_s45,ER,4999,0.2,preserve_betweenness,snowball,0.0881468061070732,0,1,0
ER_n5000_s45,ER,4999,0.3,preserve_betweenness,snowball,0.10219688054605273,0,1,0
ER_n5000_s45,ER,4999,0.5,preserve_betweenness,snowball,0.07061467628459821,0,1,0
WS_n1000_s0,WS,1000,0.05,preserve_betweenness,snowball,0.12759797042876425,0,0,1
WS_n1000_s0,WS,1000,0.1,preserve_betweenness,snowball,0.1411436791449722,0,0,1
WS_n1000_s0,WS,1000,0.2,preserve_betweenness,random_node,0.18059549991718055,0,0,1
WS_n1000_s0,WS,1000,0.3,preserve_betweenness,snowball,0.163445221751585,0,0,1
WS_n1000_s0,WS,1000,0.5,preserve_betweenness,snowball,0.13840162765514416,0,0,1
WS_n1000_s15,WS,1000,0.05,preserve_betweenness,snowball,0.1457675526139094,0,0,1
WS_n1000_s15,WS,1000,0.1,preserve_betweenness,snowball,0.15047715705850995,0,0,1
WS_n1000_s15,WS,1000,0.2,preserve_betweenness,snowball,0.17211647612071346,0,0,1
WS_n1000_s15,WS,1000,0.3,preserve_betweenness,snowball,0.1590826592188486,0,0,1
WS_n1000_s15,WS,1000,0.5,preserve_betweenness,snowball,0.12831755941768744,0,0,1
WS_n1000_s45,WS,1000,0.05,preserve_betweenness,snowball,0.168832429991742,0,0,1
WS_n1000_s45,WS,1000,0.1,preserve_betweenness,snowball,0.16129100200548288,0,0,1
WS_n1000_s45,WS,1000,0.2,preserve_betweenness,snowball,0.1906167056719112,0,0,1
WS_n1000_s45,WS,1000,0.3,preserve_betweenness,snowball,0.16921331596088376,0,0,1
WS_n1000_s45,WS,1000,0.5,preserve_betweenness,snowball,0.1401328821963636,0,0,1
WS_n5000_s0,WS,5000,0.05,preserve_betweenness,snowball,0.12363262714078545,0,0,1
WS_n5000_s0,WS,5000,0.1,preserve_betweenness,snowball,0.11490853309629842,0,0,1
WS_n5000_s0,WS,5000,0.2,preserve_betweenness,snowball,0.12299965965875606,0,0,1
WS_n5000_s0,WS,5000,0.3,preserve_betweenness,snowball,0.12262133939919309,0,0,1
WS_n5000_s0,WS,5000,0.5,preserve_betweenness,snowball,0.08784795662579718,0,0,1
WS_n5000_s15,WS,5000,0.05,preserve_betweenness,snowball,0.11857553467491336,0,0,1
WS_n5000_s15,WS,5000,0.1,preserve_betweenness,snowball,0.11082355677275094,0,0,1
WS_n5000_s15,WS,5000,0.2,preserve_betweenness,random_node,0.12593016126942363,0,0,1
WS_n5000_s15,WS,5000,0.3,preserve_betweenness,snowball,0.12086008923972229,0,0,1
WS_n5000_s15,WS,5000,0.5,preserve_betweenness,snowball,0.08912569610809881,0,0,1
WS_n5000_s45,WS,5000,0.05,preserve_betweenness,snowball,0.11718938982989577,0,0,1
WS_n5000_s45,WS,5000,0.1,preserve_betweenness,snowball,0.10866649414244792,0,0,1
WS_n5000_s45,WS,5000,0.2,preserve_betweenness,random_node,0.1286166666132513,0,0,1
WS_n5000_s45,WS,5000,0.3,preserve_betweenness,snowball,0.13052738386395316,0,0,1
WS_n5000_s45,WS,5000,0.5,preserve_betweenness,snowball,0.09257918432884368,0,0,1
BA_n1000_s0,BA,1000,0.05,preserve_shortest_path,preferential_random_walk,0.1080513909499358,1,0,0
BA_n1000_s0,BA,1000,0.1,preserve_shortest_path,preferential_random_walk,0.07924063208320055,1,0,0
BA_n1000_s0,BA,1000,0.2,preserve_shortest_path,random_walk,0.03948703884911956,1,0,0
BA_n1000_s0,BA,1000,0.3,preserve_shortest_path,random_walk,0.010742138482693269,1,0,0
BA_n1000_s0,BA,1000,0.5,preserve_shortest_path,random_edge,0.00508286141567589,1,0,0
BA_n1000_s15,BA,1000,0.05,preserve_shortest_path,preferential_random_walk,0.11293855331159186,1,0,0
BA_n1000_s15,BA,1000,0.1,preserve_shortest_path,preferential_random_walk,0.07802733392303748,1,0,0
BA_n1000_s15,BA,1000,0.2,preserve_shortest_path,random_walk,0.04316895227022513,1,0,0
BA_n1000_s15,BA,1000,0.3,preserve_shortest_path,random_edge,0.01532419604035056,1,0,0
BA_n1000_s15,BA,1000,0.5,preserve_shortest_path,random_edge,0.0055479945553655995,1,0,0
BA_n1000_s45,BA,1000,0.05,preserve_shortest_path,preferential_random_walk,0.09399749980566878,1,0,0
BA_n1000_s45,BA,1000,0.1,preserve_shortest_path,preferential_random_walk,0.06852219364919727,1,0,0
BA_n1000_s45,BA,1000,0.2,preserve_shortest_path,random_edge,0.042715607080217745,1,0,0
BA_n1000_s45,BA,1000,0.3,preserve_shortest_path,random_walk,0.01526616467167766,1,0,0
BA_n1000_s45,BA,1000,0.5,preserve_shortest_path,random_walk,0.00631505510573035,1,0,0
BA_n5000_s0,BA,5000,0.05,preserve_shortest_path,preferential_random_walk,0.04738688996238646,1,0,0
BA_n5000_s0,BA,5000,0.1,preserve_shortest_path,preferential_random_walk,0.04143514484980017,1,0,0
BA_n5000_s0,BA,5000,0.2,preserve_shortest_path,preferential_random_walk,0.03732787613978767,1,0,0
BA_n5000_s0,BA,5000,0.3,preserve_shortest_path,random_edge,0.01724279162904702,1,0,0
BA_n5000_s0,BA,5000,0.5,preserve_shortest_path,random_edge,0.00147114134704874,1,0,0
BA_n5000_s15,BA,5000,0.05,preserve_shortest_path,preferential_random_walk,0.05335957720599978,1,0,0
BA_n5000_s15,BA,5000,0.1,preserve_shortest_path,preferential_random_walk,0.04504251597470144,1,0,0
BA_n5000_s15,BA,5000,0.2,preserve_shortest_path,preferential_random_walk,0.0379147400193625,1,0,0
BA_n5000_s15,BA,5000,0.3,preserve_shortest_path,random_edge,0.02082998398606757,1,0,0
BA_n5000_s15,BA,5000,0.5,preserve_shortest_path,random_edge,0.00223024591047017,1,0,0
BA_n5000_s45,BA,5000,0.05,preserve_shortest_path,preferential_random_walk,0.04372357407904194,1,0,0
BA_n5000_s45,BA,5000,0.1,preserve_shortest_path,preferential_random_walk,0.04206610508722927,1,0,0
BA_n5000_s45,BA,5000,0.2,preserve_shortest_path,preferential_random_walk,0.03564363127259655,1,0,0
BA_n5000_s45,BA,5000,0.3,preserve_shortest_path,random_edge,0.02158032065783379,1,0,0
BA_n5000_s45,BA,5000,0.5,preserve_shortest_path,random_edge,0.0031702891283468156,1,0,0
ER_n1000_s0,ER,1000,0.05,preserve_shortest_path,snowball,0.16716945347079434,0,1,0
ER_n1000_s0,ER,1000,0.1,preserve_shortest_path,snowball,0.11440474706676948,0,1,0
ER_n1000_s0,ER,1000,0.2,preserve_shortest_path,snowball,0.12085256757720493,0,1,0
ER_n1000_s0,ER,1000,0.3,preserve_shortest_path,snowball,0.11768033859483687,0,1,0
ER_n1000_s0,ER,1000,0.5,preserve_shortest_path,snowball,0.07649190477148762,0,1,0
ER_n1000_s15,ER,1000,0.05,preserve_shortest_path,snowball,0.11633261206941765,0,1,0
ER_n1000_s15,ER,1000,0.1,preserve_shortest_path,snowball,0.10692742120598624,0,1,0
ER_n1000_s15,ER,1000,0.2,preserve_shortest_path,snowball,0.13084410473925095,0,1,0
ER_n1000_s15,ER,1000,0.3,preserve_shortest_path,snowball,0.12319006684170267,0,1,0
ER_n1000_s15,ER,1000,0.5,preserve_shortest_path,snowball,0.07850952240004674,0,1,0
ER_n1000_s45,ER,1000,0.05,preserve_shortest_path,snowball,0.14001937607552487,0,1,0
ER_n1000_s45,ER,1000,0.1,preserve_shortest_path,snowball,0.12342161382124958,0,1,0
ER_n1000_s45,ER,1000,0.2,preserve_shortest_path,snowball,0.14083521396078902,0,1,0
ER_n1000_s45,ER,1000,0.3,preserve_shortest_path,snowball,0.1268957059750684,0,1,0
ER_n1000_s45,ER,1000,0.5,preserve_shortest_path,snowball,0.07944974915987893,0,1,0
ER_n5000_s0,ER,5000,0.05,preserve_shortest_path,snowball,0.1905350597181019,0,1,0
ER_n5000_s0,ER,5000,0.1,preserve_shortest_path,snowball,0.21760439249581812,0,1,0
ER_n5000_s0,ER,5000,0.2,preserve_shortest_path,snowball,0.21505124457486993,0,1,0
ER_n5000_s0,ER,5000,0.3,preserve_shortest_path,snowball,0.18313867839917194,0,1,0
ER_n5000_s0,ER,5000,0.5,preserve_shortest_path,snowball,0.10883895623096004,0,1,0
ER_n5000_s15,ER,5000,0.05,preserve_shortest_path,snowball,0.14582813809202796,0,1,0
ER_n5000_s15,ER,5000,0.1,preserve_shortest_path,snowball,0.1948351119524313,0,1,0
ER_n5000_s15,ER,5000,0.2,preserve_shortest_path,snowball,0.20027214314358846,0,1,0
ER_n5000_s15,ER,5000,0.3,preserve_shortest_path,snowball,0.16901786775294309,0,1,0
ER_n5000_s15,ER,5000,0.5,preserve_shortest_path,snowball,0.10028771195950877,0,1,0
ER_n5000_s45,ER,4999,0.05,preserve_shortest_path,snowball,0.15957176379012888,0,1,0
ER_n5000_s45,ER,4999,0.1,preserve_shortest_path,snowball,0.20001706196111263,0,1,0
ER_n5000_s45,ER,4999,0.2,preserve_shortest_path,snowball,0.20027563136139861,0,1,0
ER_n5000_s45,ER,4999,0.3,preserve_shortest_path,snowball,0.17556055012722843,0,1,0
ER_n5000_s45,ER,4999,0.5,preserve_shortest_path,snowball,0.10527993601985283,0,1,0
WS_n1000_s0,WS,1000,0.05,preserve_shortest_path,snowball,0.09605310707097793,0,0,1
WS_n1000_s0,WS,1000,0.1,preserve_shortest_path,snowball,0.0732507249607047,0,0,1
WS_n1000_s0,WS,1000,0.2,preserve_shortest_path,snowball,0.12013492138375961,0,0,1
WS_n1000_s0,WS,1000,0.3,preserve_shortest_path,snowball,0.12131796067567775,0,0,1
WS_n1000_s0,WS,1000,0.5,preserve_shortest_path,snowball,0.09576345963799754,0,0,1
WS_n1000_s15,WS,1000,0.05,preserve_shortest_path,snowball,0.1406540407454242,0,0,1
WS_n1000_s15,WS,1000,0.1,preserve_shortest_path,snowball,0.05679784979395872,0,0,1
WS_n1000_s15,WS,1000,0.2,preserve_shortest_path,snowball,0.10322060767771808,0,0,1
WS_n1000_s15,WS,1000,0.3,preserve_shortest_path,snowball,0.11370928803551154,0,0,1
WS_n1000_s15,WS,1000,0.5,preserve_shortest_path,snowball,0.088934426770332,0,0,1
WS_n1000_s45,WS,1000,0.05,preserve_shortest_path,snowball,0.1228638007307504,0,0,1
WS_n1000_s45,WS,1000,0.1,preserve_shortest_path,snowball,0.08391029976870171,0,0,1
WS_n1000_s45,WS,1000,0.2,preserve_shortest_path,snowball,0.10290179752430144,0,0,1
WS_n1000_s45,WS,1000,0.3,preserve_shortest_path,snowball,0.11351440260788244,0,0,1
WS_n1000_s45,WS,1000,0.5,preserve_shortest_path,snowball,0.09196860063198313,0,0,1
WS_n5000_s0,WS,5000,0.05,preserve_shortest_path,snowball,0.16181372655336762,0,0,1
WS_n5000_s0,WS,5000,0.1,preserve_shortest_path,random_node,0.1435762799291536,0,0,1
WS_n5000_s0,WS,5000,0.2,preserve_shortest_path,snowball,0.18808265712383113,0,0,1
WS_n5000_s0,WS,5000,0.3,preserve_shortest_path,snowball,0.17762305983692542,0,0,1
WS_n5000_s0,WS,5000,0.5,preserve_shortest_path,snowball,0.12031152172267243,0,0,1
WS_n5000_s15,WS,5000,0.05,preserve_shortest_path,snowball,0.13250036104257362,0,0,1
WS_n5000_s15,WS,5000,0.1,preserve_shortest_path,snowball,0.156242978314759,0,0,1
WS_n5000_s15,WS,5000,0.2,preserve_shortest_path,snowball,0.1812250877208339,0,0,1
WS_n5000_s15,WS,5000,0.3,preserve_shortest_path,snowball,0.1689563683169616,0,0,1
WS_n5000_s15,WS,5000,0.5,preserve_shortest_path,snowball,0.12009969858133777,0,0,1
WS_n5000_s45,WS,5000,0.05,preserve_shortest_path,snowball,0.16881615164231772,0,0,1
WS_n5000_s45,WS,5000,0.1,preserve_shortest_path,snowball,0.16638805519486852,0,0,1
WS_n5000_s45,WS,5000,0.2,preserve_shortest_path,snowball,0.1929379211855051,0,0,1
WS_n5000_s45,WS,5000,0.3,preserve_shortest_path,snowball,0.18061689791605579,0,0,1
WS_n5000_s45,WS,5000,0.5,preserve_shortest_path,snowball,0.12313099858754602,0,0,1
BA_n1000_s0,BA,1000,0.05,preserve_global_sps,metropolis_hastings_rw,0.4684392870408243,1,0,0
BA_n1000_s0,BA,1000,0.1,preserve_global_sps,metropolis_hastings_rw,0.412832252222715,1,0,0
BA_n1000_s0,BA,1000,0.2,preserve_global_sps,metropolis_hastings_rw,0.2851085615019947,1,0,0
BA_n1000_s0,BA,1000,0.3,preserve_global_sps,metropolis_hastings_rw,0.18797998707974092,1,0,0
BA_n1000_s0,BA,1000,0.5,preserve_global_sps,metropolis_hastings_rw,0.10923328922728963,1,0,0
BA_n1000_s15,BA,1000,0.05,preserve_global_sps,random_edge,0.43469126150715864,1,0,0
BA_n1000_s15,BA,1000,0.1,preserve_global_sps,random_walk,0.3884297867664036,1,0,0
BA_n1000_s15,BA,1000,0.2,preserve_global_sps,metropolis_hastings_rw,0.2853789070386187,1,0,0
BA_n1000_s15,BA,1000,0.3,preserve_global_sps,metropolis_hastings_rw,0.20770212757931655,1,0,0
BA_n1000_s15,BA,1000,0.5,preserve_global_sps,metropolis_hastings_rw,0.1021697673122135,1,0,0
BA_n1000_s45,BA,1000,0.05,preserve_global_sps,random_edge,0.49252581737268863,1,0,0
BA_n1000_s45,BA,1000,0.1,preserve_global_sps,random_walk,0.3882106139520373,1,0,0
BA_n1000_s45,BA,1000,0.2,preserve_global_sps,metropolis_hastings_rw,0.2554554725008687,1,0,0
BA_n1000_s45,BA,1000,0.3,preserve_global_sps,metropolis_hastings_rw,0.19275808450115905,1,0,0
BA_n1000_s45,BA,1000,0.5,preserve_global_sps,metropolis_hastings_rw,0.09958317066858864,1,0,0
BA_n5000_s0,BA,5000,0.05,preserve_global_sps,random_edge,0.4569919048356996,1,0,0
BA_n5000_s0,BA,5000,0.1,preserve_global_sps,metropolis_hastings_rw,0.36716700312490086,1,0,0
BA_n5000_s0,BA,5000,0.2,preserve_global_sps,metropolis_hastings_rw,0.23371555424855775,1,0,0
BA_n5000_s0,BA,5000,0.3,preserve_global_sps,metropolis_hastings_rw,0.16727589303473236,1,0,0
BA_n5000_s0,BA,5000,0.5,preserve_global_sps,metropolis_hastings_rw,0.08064756811097587,1,0,0
BA_n5000_s15,BA,5000,0.05,preserve_global_sps,metropolis_hastings_rw,0.4289346764645246,1,0,0
BA_n5000_s15,BA,5000,0.1,preserve_global_sps,metropolis_hastings_rw,0.32752310670415197,1,0,0
BA_n5000_s15,BA,5000,0.2,preserve_global_sps,metropolis_hastings_rw,0.21375081986731184,1,0,0
BA_n5000_s15,BA,5000,0.3,preserve_global_sps,metropolis_hastings_rw,0.15070960758986002,1,0,0
BA_n5000_s15,BA,5000,0.5,preserve_global_sps,metropolis_hastings_rw,0.08042532464494935,1,0,0
BA_n5000_s45,BA,5000,0.05,preserve_global_sps,random_node,0.4755200650422176,1,0,0
BA_n5000_s45,BA,5000,0.1,preserve_global_sps,metropolis_hastings_rw,0.38406112722160807,1,0,0
BA_n5000_s45,BA,5000,0.2,preserve_global_sps,metropolis_hastings_rw,0.256786737777666,1,0,0
BA_n5000_s45,BA,5000,0.3,preserve_global_sps,metropolis_hastings_rw,0.16177086313503855,1,0,0
BA_n5000_s45,BA,5000,0.5,preserve_global_sps,metropolis_hastings_rw,0.08743286872293277,1,0,0
ER_n1000_s0,ER,1000,0.05,preserve_global_sps,random_edge,0.5633268678937227,0,1,0
ER_n1000_s0,ER,1000,0.1,preserve_global_sps,preferential_random_walk,0.5429723649953213,0,1,0
ER_n1000_s0,ER,1000,0.2,preserve_global_sps,metropolis_hastings_rw,0.4037951168467206,0,1,0
ER_n1000_s0,ER,1000,0.3,preserve_global_sps,metropolis_hastings_rw,0.3038030173450868,0,1,0
ER_n1000_s0,ER,1000,0.5,preserve_global_sps,random_walk,0.17708180166122456,0,1,0
ER_n1000_s15,ER,1000,0.05,preserve_global_sps,random_edge,0.5618550550790202,0,1,0
ER_n1000_s15,ER,1000,0.1,preserve_global_sps,random_node,0.5657943855213994,0,1,0
ER_n1000_s15,ER,1000,0.2,preserve_global_sps,random_walk,0.40507539441785845,0,1,0
ER_n1000_s15,ER,1000,0.3,preserve_global_sps,preferential_random_walk,0.3193105944835128,0,1,0
ER_n1000_s15,ER,1000,0.5,preserve_global_sps,preferential_random_walk,0.16786913692197286,0,1,0
ER_n1000_s45,ER,1000,0.05,preserve_global_sps,random_edge,0.5545960015821657,0,1,0
ER_n1000_s45,ER,1000,0.1,preserve_global_sps,metropolis_hastings_rw,0.5733983474834664,0,1,0
ER_n1000_s45,ER,1000,0.2,preserve_global_sps,metropolis_hastings_rw,0.41305586753208184,0,1,0
ER_n1000_s45,ER,1000,0.3,preserve_global_sps,random_walk,0.3338090943033328,0,1,0
ER_n1000_s45,ER,1000,0.5,preserve_global_sps,preferential_random_walk,0.17426501024532468,0,1,0
ER_n5000_s0,ER,5000,0.05,preserve_global_sps,random_node,0.588978877917979,0,1,0
ER_n5000_s0,ER,5000,0.1,preserve_global_sps,metropolis_hastings_rw,0.5805767451960738,0,1,0
ER_n5000_s0,ER,5000,0.2,preserve_global_sps,metropolis_hastings_rw,0.3974165507253589,0,1,0
ER_n5000_s0,ER,5000,0.3,preserve_global_sps,preferential_random_walk,0.29783144746844775,0,1,0
ER_n5000_s0,ER,5000,0.5,preserve_global_sps,preferential_random_walk,0.1722282567177285,0,1,0
ER_n5000_s15,ER,5000,0.05,preserve_global_sps,random_node,0.5930602611372118,0,1,0
ER_n5000_s15,ER,5000,0.1,preserve_global_sps,preferential_random_walk,0.5786573288759813,0,1,0
ER_n5000_s15,ER,5000,0.2,preserve_global_sps,preferential_random_walk,0.38760090987529583,0,1,0
ER_n5000_s15,ER,5000,0.3,preserve_global_sps,metropolis_hastings_rw,0.2975254546039323,0,1,0
ER_n5000_s15,ER,5000,0.5,preserve_global_sps,preferential_random_walk,0.16724103321662723,0,1,0
ER_n5000_s45,ER,4999,0.05,preserve_global_sps,random_node,0.590091704714484,0,1,0
ER_n5000_s45,ER,4999,0.1,preserve_global_sps,preferential_random_walk,0.5381338362100594,0,1,0
ER_n5000_s45,ER,4999,0.2,preserve_global_sps,preferential_random_walk,0.3836130271092492,0,1,0
ER_n5000_s45,ER,4999,0.3,preserve_global_sps,preferential_random_walk,0.29148369435266586,0,1,0
ER_n5000_s45,ER,4999,0.5,preserve_global_sps,preferential_random_walk,0.15979227691776596,0,1,0
WS_n1000_s0,WS,1000,0.05,preserve_global_sps,snowball,0.4444695011160008,0,0,1
WS_n1000_s0,WS,1000,0.1,preserve_global_sps,snowball,0.3574882686448013,0,0,1
WS_n1000_s0,WS,1000,0.2,preserve_global_sps,snowball,0.2972087155738812,0,0,1
WS_n1000_s0,WS,1000,0.3,preserve_global_sps,snowball,0.2597478158112465,0,0,1
WS_n1000_s0,WS,1000,0.5,preserve_global_sps,snowball,0.17887492450204953,0,0,1
WS_n1000_s15,WS,1000,0.05,preserve_global_sps,snowball,0.4499649514743074,0,0,1
WS_n1000_s15,WS,1000,0.1,preserve_global_sps,snowball,0.343758838193415,0,0,1
WS_n1000_s15,WS,1000,0.2,preserve_global_sps,snowball,0.2800771530651776,0,0,1
WS_n1000_s15,WS,1000,0.3,preserve_global_sps,snowball,0.24907108933707364,0,0,1
WS_n1000_s15,WS,1000,0.5,preserve_global_sps,snowball,0.16447489333188386,0,0,1
WS_n1000_s45,WS,1000,0.05,preserve_global_sps,preferential_random_walk,0.4615908434149759,0,0,1
WS_n1000_s45,WS,1000,0.1,preserve_global_sps,snowball,0.3455081336624123,0,0,1
WS_n1000_s45,WS,1000,0.2,preserve_global_sps,snowball,0.2947527747074105,0,0,1
WS_n1000_s45,WS,1000,0.3,preserve_global_sps,snowball,0.2535843222034554,0,0,1
WS_n1000_s45,WS,1000,0.5,preserve_global_sps,snowball,0.17378584878545147,0,0,1
WS_n5000_s0,WS,5000,0.05,preserve_global_sps,snowball,0.3649768353388933,0,0,1
WS_n5000_s0,WS,5000,0.1,preserve_global_sps,snowball,0.357985253955192,0,0,1
WS_n5000_s0,WS,5000,0.2,preserve_global_sps,snowball,0.31070313505836106,0,0,1
WS_n5000_s0,WS,5000,0.3,preserve_global_sps,snowball,0.26113194647065896,0,0,1
WS_n5000_s0,WS,5000,0.5,preserve_global_sps,snowball,0.16390616625983048,0,0,1
WS_n5000_s15,WS,5000,0.05,preserve_global_sps,snowball,0.3381205735982931,0,0,1
WS_n5000_s15,WS,5000,0.1,preserve_global_sps,snowball,0.34163600166392016,0,0,1
WS_n5000_s15,WS,5000,0.2,preserve_global_sps,snowball,0.300899440093107,0,0,1
WS_n5000_s15,WS,5000,0.3,preserve_global_sps,snowball,0.2546020029270045,0,0,1
WS_n5000_s15,WS,5000,0.5,preserve_global_sps,snowball,0.16347988439767475,0,0,1
WS_n5000_s45,WS,5000,0.05,preserve_global_sps,snowball,0.34690561904734724,0,0,1
WS_n5000_s45,WS,5000,0.1,preserve_global_sps,snowball,0.3512594269030363,0,0,1
WS_n5000_s45,WS,5000,0.2,preserve_global_sps,snowball,0.30987050897619434,0,0,1
WS_n5000_s45,WS,5000,0.3,preserve_global_sps,snowball,0.2617484417826924,0,0,1
WS_n5000_s45,WS,5000,0.5,preserve_global_sps,snowball,0.1645781641749577,0,0,1
